Function,x,n,time_microseconds
Naive,1,1,0
UnoptimizedDC,1,1,0
OptimizedDC,1,1,0
Naive,1,1,0
UnoptimizedDC,1,1,0
OptimizedDC,1,1,0
Naive,1,1,0
UnoptimizedDC,1,1,0
OptimizedDC,1,1,0
Naive,1,1,0
UnoptimizedDC,1,1,0
OptimizedDC,1,1,0
Naive,1,1,0
UnoptimizedDC,1,1,0
OptimizedDC,1,1,0
Naive,1,1,0
UnoptimizedDC,1,1,0
OptimizedDC,1,1,0
Naive,1,1,0
UnoptimizedDC,1,1,0
OptimizedDC,1,1,0
Naive,1,1,0
UnoptimizedDC,1,1,0
OptimizedDC,1,1,0
Naive,1,1,0
UnoptimizedDC,1,1,0
OptimizedDC,1,1,0
Naive,1,1,0
UnoptimizedDC,1,1,0
OptimizedDC,1,1,0
Naive,1,2,0
UnoptimizedDC,1,2,0
OptimizedDC,1,2,0
Naive,1,2,0
UnoptimizedDC,1,2,0
OptimizedDC,1,2,0
Naive,1,2,0
UnoptimizedDC,1,2,0
OptimizedDC,1,2,0
Naive,1,2,0
UnoptimizedDC,1,2,0
OptimizedDC,1,2,0
Naive,1,2,0
UnoptimizedDC,1,2,0
OptimizedDC,1,2,0
Naive,1,2,0
UnoptimizedDC,1,2,0
OptimizedDC,1,2,0
Naive,1,2,0
UnoptimizedDC,1,2,0
OptimizedDC,1,2,0
Naive,1,2,0
UnoptimizedDC,1,2,0
OptimizedDC,1,2,0
Naive,1,2,0
UnoptimizedDC,1,2,0
OptimizedDC,1,2,0
Naive,1,2,0
UnoptimizedDC,1,2,0
OptimizedDC,1,2,0
Naive,1,3,0
UnoptimizedDC,1,3,0
OptimizedDC,1,3,0
Naive,1,3,0
UnoptimizedDC,1,3,0
OptimizedDC,1,3,0
Naive,1,3,0
UnoptimizedDC,1,3,0
OptimizedDC,1,3,0
Naive,1,3,0
UnoptimizedDC,1,3,0
OptimizedDC,1,3,0
Naive,1,3,0
UnoptimizedDC,1,3,0
OptimizedDC,1,3,0
Naive,1,3,0
UnoptimizedDC,1,3,0
OptimizedDC,1,3,0
Naive,1,3,0
UnoptimizedDC,1,3,0
OptimizedDC,1,3,0
Naive,1,3,0
UnoptimizedDC,1,3,0
OptimizedDC,1,3,0
Naive,1,3,0
UnoptimizedDC,1,3,0
OptimizedDC,1,3,0
Naive,1,3,0
UnoptimizedDC,1,3,0
OptimizedDC,1,3,0
Naive,1,4,0
UnoptimizedDC,1,4,0
OptimizedDC,1,4,0
Naive,1,4,0
UnoptimizedDC,1,4,0
OptimizedDC,1,4,0
Naive,1,4,0
UnoptimizedDC,1,4,0
OptimizedDC,1,4,0
Naive,1,4,0
UnoptimizedDC,1,4,0
OptimizedDC,1,4,0
Naive,1,4,0
UnoptimizedDC,1,4,0
OptimizedDC,1,4,0
Naive,1,4,0
UnoptimizedDC,1,4,0
OptimizedDC,1,4,0
Naive,1,4,0
UnoptimizedDC,1,4,0
OptimizedDC,1,4,0
Naive,1,4,0
UnoptimizedDC,1,4,0
OptimizedDC,1,4,0
Naive,1,4,0
UnoptimizedDC,1,4,0
OptimizedDC,1,4,0
Naive,1,4,0
UnoptimizedDC,1,4,0
OptimizedDC,1,4,0
Naive,1,5,0
UnoptimizedDC,1,5,0
OptimizedDC,1,5,0
Naive,1,5,0
UnoptimizedDC,1,5,0
OptimizedDC,1,5,0
Naive,1,5,0
UnoptimizedDC,1,5,0
OptimizedDC,1,5,0
Naive,1,5,0
UnoptimizedDC,1,5,0
OptimizedDC,1,5,0
Naive,1,5,0
UnoptimizedDC,1,5,0
OptimizedDC,1,5,0
Naive,1,5,0
UnoptimizedDC,1,5,0
OptimizedDC,1,5,0
Naive,1,5,0
UnoptimizedDC,1,5,0
OptimizedDC,1,5,0
Naive,1,5,0
UnoptimizedDC,1,5,0
OptimizedDC,1,5,0
Naive,1,5,0
UnoptimizedDC,1,5,0
OptimizedDC,1,5,0
Naive,1,5,0
UnoptimizedDC,1,5,0
OptimizedDC,1,5,0
Naive,1,6,0
UnoptimizedDC,1,6,0
OptimizedDC,1,6,0
Naive,1,6,0
UnoptimizedDC,1,6,0
OptimizedDC,1,6,0
Naive,1,6,0
UnoptimizedDC,1,6,0
OptimizedDC,1,6,0
Naive,1,6,0
UnoptimizedDC,1,6,0
OptimizedDC,1,6,0
Naive,1,6,0
UnoptimizedDC,1,6,0
OptimizedDC,1,6,0
Naive,1,6,0
UnoptimizedDC,1,6,0
OptimizedDC,1,6,0
Naive,1,6,0
UnoptimizedDC,1,6,0
OptimizedDC,1,6,0
Naive,1,6,0
UnoptimizedDC,1,6,0
OptimizedDC,1,6,0
Naive,1,6,0
UnoptimizedDC,1,6,0
OptimizedDC,1,6,0
Naive,1,6,0
UnoptimizedDC,1,6,0
OptimizedDC,1,6,0
Naive,1,7,0
UnoptimizedDC,1,7,0
OptimizedDC,1,7,0
Naive,1,7,0
UnoptimizedDC,1,7,0
OptimizedDC,1,7,0
Naive,1,7,0
UnoptimizedDC,1,7,0
OptimizedDC,1,7,0
Naive,1,7,0
UnoptimizedDC,1,7,0
OptimizedDC,1,7,0
Naive,1,7,0
UnoptimizedDC,1,7,0
OptimizedDC,1,7,0
Naive,1,7,0
UnoptimizedDC,1,7,0
OptimizedDC,1,7,0
Naive,1,7,0
UnoptimizedDC,1,7,0
OptimizedDC,1,7,0
Naive,1,7,0
UnoptimizedDC,1,7,0
OptimizedDC,1,7,0
Naive,1,7,0
UnoptimizedDC,1,7,0
OptimizedDC,1,7,0
Naive,1,7,0
UnoptimizedDC,1,7,0
OptimizedDC,1,7,0
Naive,1,8,0
UnoptimizedDC,1,8,0
OptimizedDC,1,8,0
Naive,1,8,0
UnoptimizedDC,1,8,0
OptimizedDC,1,8,0
Naive,1,8,0
UnoptimizedDC,1,8,0
OptimizedDC,1,8,0
Naive,1,8,0
UnoptimizedDC,1,8,0
OptimizedDC,1,8,0
Naive,1,8,0
UnoptimizedDC,1,8,0
OptimizedDC,1,8,0
Naive,1,8,0
UnoptimizedDC,1,8,0
OptimizedDC,1,8,0
Naive,1,8,0
UnoptimizedDC,1,8,0
OptimizedDC,1,8,0
Naive,1,8,0
UnoptimizedDC,1,8,0
OptimizedDC,1,8,0
Naive,1,8,0
UnoptimizedDC,1,8,0
OptimizedDC,1,8,0
Naive,1,8,0
UnoptimizedDC,1,8,0
OptimizedDC,1,8,0
Naive,1,9,0
UnoptimizedDC,1,9,0
OptimizedDC,1,9,0
Naive,1,9,0
UnoptimizedDC,1,9,0
OptimizedDC,1,9,0
Naive,1,9,0
UnoptimizedDC,1,9,0
OptimizedDC,1,9,0
Naive,1,9,0
UnoptimizedDC,1,9,0
OptimizedDC,1,9,0
Naive,1,9,0
UnoptimizedDC,1,9,0
OptimizedDC,1,9,0
Naive,1,9,0
UnoptimizedDC,1,9,0
OptimizedDC,1,9,0
Naive,1,9,0
UnoptimizedDC,1,9,0
OptimizedDC,1,9,0
Naive,1,9,0
UnoptimizedDC,1,9,0
OptimizedDC,1,9,0
Naive,1,9,0
UnoptimizedDC,1,9,0
OptimizedDC,1,9,0
Naive,1,9,0
UnoptimizedDC,1,9,0
OptimizedDC,1,9,0
Naive,1,10,0
UnoptimizedDC,1,10,0
OptimizedDC,1,10,0
Naive,1,10,0
UnoptimizedDC,1,10,0
OptimizedDC,1,10,0
Naive,1,10,0
UnoptimizedDC,1,10,0
OptimizedDC,1,10,0
Naive,1,10,0
UnoptimizedDC,1,10,0
OptimizedDC,1,10,0
Naive,1,10,0
UnoptimizedDC,1,10,0
OptimizedDC,1,10,0
Naive,1,10,0
UnoptimizedDC,1,10,0
OptimizedDC,1,10,0
Naive,1,10,0
UnoptimizedDC,1,10,0
OptimizedDC,1,10,0
Naive,1,10,0
UnoptimizedDC,1,10,0
OptimizedDC,1,10,0
Naive,1,10,0
UnoptimizedDC,1,10,0
OptimizedDC,1,10,0
Naive,1,10,0
UnoptimizedDC,1,10,0
OptimizedDC,1,10,0
Naive,2,1,0
UnoptimizedDC,2,1,0
OptimizedDC,2,1,0
Naive,2,1,0
UnoptimizedDC,2,1,0
OptimizedDC,2,1,0
Naive,2,1,0
UnoptimizedDC,2,1,0
OptimizedDC,2,1,0
Naive,2,1,0
UnoptimizedDC,2,1,0
OptimizedDC,2,1,0
Naive,2,1,0
UnoptimizedDC,2,1,0
OptimizedDC,2,1,0
Naive,2,1,0
UnoptimizedDC,2,1,0
OptimizedDC,2,1,0
Naive,2,1,0
UnoptimizedDC,2,1,0
OptimizedDC,2,1,0
Naive,2,1,0
UnoptimizedDC,2,1,0
OptimizedDC,2,1,0
Naive,2,1,0
UnoptimizedDC,2,1,0
OptimizedDC,2,1,0
Naive,2,1,0
UnoptimizedDC,2,1,0
OptimizedDC,2,1,0
Naive,2,2,0
UnoptimizedDC,2,2,0
OptimizedDC,2,2,0
Naive,2,2,0
UnoptimizedDC,2,2,0
OptimizedDC,2,2,0
Naive,2,2,0
UnoptimizedDC,2,2,0
OptimizedDC,2,2,0
Naive,2,2,0
UnoptimizedDC,2,2,0
OptimizedDC,2,2,0
Naive,2,2,0
UnoptimizedDC,2,2,0
OptimizedDC,2,2,0
Naive,2,2,0
UnoptimizedDC,2,2,0
OptimizedDC,2,2,0
Naive,2,2,0
UnoptimizedDC,2,2,0
OptimizedDC,2,2,0
Naive,2,2,0
UnoptimizedDC,2,2,0
OptimizedDC,2,2,0
Naive,2,2,0
UnoptimizedDC,2,2,0
OptimizedDC,2,2,0
Naive,2,2,0
UnoptimizedDC,2,2,0
OptimizedDC,2,2,0
Naive,2,3,0
UnoptimizedDC,2,3,0
OptimizedDC,2,3,0
Naive,2,3,0
UnoptimizedDC,2,3,0
OptimizedDC,2,3,0
Naive,2,3,0
UnoptimizedDC,2,3,0
OptimizedDC,2,3,0
Naive,2,3,0
UnoptimizedDC,2,3,0
OptimizedDC,2,3,0
Naive,2,3,0
UnoptimizedDC,2,3,0
OptimizedDC,2,3,0
Naive,2,3,0
UnoptimizedDC,2,3,0
OptimizedDC,2,3,0
Naive,2,3,0
UnoptimizedDC,2,3,0
OptimizedDC,2,3,0
Naive,2,3,0
UnoptimizedDC,2,3,0
OptimizedDC,2,3,0
Naive,2,3,0
UnoptimizedDC,2,3,0
OptimizedDC,2,3,0
Naive,2,3,0
UnoptimizedDC,2,3,0
OptimizedDC,2,3,0
Naive,2,4,0
UnoptimizedDC,2,4,0
OptimizedDC,2,4,0
Naive,2,4,0
UnoptimizedDC,2,4,0
OptimizedDC,2,4,0
Naive,2,4,0
UnoptimizedDC,2,4,0
OptimizedDC,2,4,0
Naive,2,4,0
UnoptimizedDC,2,4,0
OptimizedDC,2,4,0
Naive,2,4,0
UnoptimizedDC,2,4,0
OptimizedDC,2,4,0
Naive,2,4,0
UnoptimizedDC,2,4,0
OptimizedDC,2,4,0
Naive,2,4,0
UnoptimizedDC,2,4,0
OptimizedDC,2,4,0
Naive,2,4,0
UnoptimizedDC,2,4,0
OptimizedDC,2,4,0
Naive,2,4,0
UnoptimizedDC,2,4,0
OptimizedDC,2,4,0
Naive,2,4,0
UnoptimizedDC,2,4,0
OptimizedDC,2,4,0
Naive,2,5,0
UnoptimizedDC,2,5,0
OptimizedDC,2,5,0
Naive,2,5,0
UnoptimizedDC,2,5,0
OptimizedDC,2,5,0
Naive,2,5,0
UnoptimizedDC,2,5,0
OptimizedDC,2,5,0
Naive,2,5,0
UnoptimizedDC,2,5,0
OptimizedDC,2,5,0
Naive,2,5,0
UnoptimizedDC,2,5,0
OptimizedDC,2,5,0
Naive,2,5,0
UnoptimizedDC,2,5,0
OptimizedDC,2,5,0
Naive,2,5,0
UnoptimizedDC,2,5,0
OptimizedDC,2,5,0
Naive,2,5,0
UnoptimizedDC,2,5,0
OptimizedDC,2,5,0
Naive,2,5,0
UnoptimizedDC,2,5,0
OptimizedDC,2,5,0
Naive,2,5,0
UnoptimizedDC,2,5,0
OptimizedDC,2,5,0
Naive,2,6,0
UnoptimizedDC,2,6,0
OptimizedDC,2,6,0
Naive,2,6,0
UnoptimizedDC,2,6,0
OptimizedDC,2,6,0
Naive,2,6,0
UnoptimizedDC,2,6,0
OptimizedDC,2,6,0
Naive,2,6,0
UnoptimizedDC,2,6,0
OptimizedDC,2,6,0
Naive,2,6,0
UnoptimizedDC,2,6,0
OptimizedDC,2,6,0
Naive,2,6,0
UnoptimizedDC,2,6,0
OptimizedDC,2,6,0
Naive,2,6,0
UnoptimizedDC,2,6,0
OptimizedDC,2,6,0
Naive,2,6,0
UnoptimizedDC,2,6,0
OptimizedDC,2,6,0
Naive,2,6,0
UnoptimizedDC,2,6,0
OptimizedDC,2,6,0
Naive,2,6,0
UnoptimizedDC,2,6,0
OptimizedDC,2,6,0
Naive,2,7,0
UnoptimizedDC,2,7,0
OptimizedDC,2,7,0
Naive,2,7,0
UnoptimizedDC,2,7,0
OptimizedDC,2,7,0
Naive,2,7,0
UnoptimizedDC,2,7,0
OptimizedDC,2,7,0
Naive,2,7,0
UnoptimizedDC,2,7,0
OptimizedDC,2,7,0
Naive,2,7,0
UnoptimizedDC,2,7,0
OptimizedDC,2,7,0
Naive,2,7,0
UnoptimizedDC,2,7,0
OptimizedDC,2,7,0
Naive,2,7,0
UnoptimizedDC,2,7,0
OptimizedDC,2,7,0
Naive,2,7,0
UnoptimizedDC,2,7,0
OptimizedDC,2,7,0
Naive,2,7,0
UnoptimizedDC,2,7,0
OptimizedDC,2,7,0
Naive,2,7,0
UnoptimizedDC,2,7,0
OptimizedDC,2,7,0
Naive,2,8,0
UnoptimizedDC,2,8,0
OptimizedDC,2,8,0
Naive,2,8,0
UnoptimizedDC,2,8,0
OptimizedDC,2,8,0
Naive,2,8,0
UnoptimizedDC,2,8,0
OptimizedDC,2,8,0
Naive,2,8,0
UnoptimizedDC,2,8,0
OptimizedDC,2,8,0
Naive,2,8,0
UnoptimizedDC,2,8,0
OptimizedDC,2,8,0
Naive,2,8,0
UnoptimizedDC,2,8,0
OptimizedDC,2,8,0
Naive,2,8,0
UnoptimizedDC,2,8,0
OptimizedDC,2,8,0
Naive,2,8,0
UnoptimizedDC,2,8,0
OptimizedDC,2,8,0
Naive,2,8,0
UnoptimizedDC,2,8,0
OptimizedDC,2,8,0
Naive,2,8,0
UnoptimizedDC,2,8,0
OptimizedDC,2,8,0
Naive,2,9,0
UnoptimizedDC,2,9,0
OptimizedDC,2,9,0
Naive,2,9,0
UnoptimizedDC,2,9,0
OptimizedDC,2,9,0
Naive,2,9,0
UnoptimizedDC,2,9,0
OptimizedDC,2,9,0
Naive,2,9,0
UnoptimizedDC,2,9,0
OptimizedDC,2,9,0
Naive,2,9,0
UnoptimizedDC,2,9,0
OptimizedDC,2,9,0
Naive,2,9,0
UnoptimizedDC,2,9,0
OptimizedDC,2,9,0
Naive,2,9,0
UnoptimizedDC,2,9,0
OptimizedDC,2,9,0
Naive,2,9,0
UnoptimizedDC,2,9,0
OptimizedDC,2,9,0
Naive,2,9,0
UnoptimizedDC,2,9,0
OptimizedDC,2,9,0
Naive,2,9,0
UnoptimizedDC,2,9,0
OptimizedDC,2,9,0
Naive,2,10,0
UnoptimizedDC,2,10,0
OptimizedDC,2,10,0
Naive,2,10,0
UnoptimizedDC,2,10,0
OptimizedDC,2,10,0
Naive,2,10,0
UnoptimizedDC,2,10,0
OptimizedDC,2,10,0
Naive,2,10,0
UnoptimizedDC,2,10,0
OptimizedDC,2,10,0
Naive,2,10,0
UnoptimizedDC,2,10,0
OptimizedDC,2,10,0
Naive,2,10,0
UnoptimizedDC,2,10,0
OptimizedDC,2,10,0
Naive,2,10,0
UnoptimizedDC,2,10,0
OptimizedDC,2,10,0
Naive,2,10,0
UnoptimizedDC,2,10,0
OptimizedDC,2,10,0
Naive,2,10,0
UnoptimizedDC,2,10,0
OptimizedDC,2,10,0
Naive,2,10,0
UnoptimizedDC,2,10,0
OptimizedDC,2,10,0
Naive,3,1,0
UnoptimizedDC,3,1,0
OptimizedDC,3,1,0
Naive,3,1,0
UnoptimizedDC,3,1,0
OptimizedDC,3,1,0
Naive,3,1,0
UnoptimizedDC,3,1,0
OptimizedDC,3,1,0
Naive,3,1,0
UnoptimizedDC,3,1,0
OptimizedDC,3,1,0
Naive,3,1,0
UnoptimizedDC,3,1,0
OptimizedDC,3,1,0
Naive,3,1,0
UnoptimizedDC,3,1,0
OptimizedDC,3,1,0
Naive,3,1,0
UnoptimizedDC,3,1,0
OptimizedDC,3,1,0
Naive,3,1,0
UnoptimizedDC,3,1,0
OptimizedDC,3,1,0
Naive,3,1,0
UnoptimizedDC,3,1,0
OptimizedDC,3,1,0
Naive,3,1,0
UnoptimizedDC,3,1,0
OptimizedDC,3,1,0
Naive,3,2,0
UnoptimizedDC,3,2,0
OptimizedDC,3,2,0
Naive,3,2,0
UnoptimizedDC,3,2,0
OptimizedDC,3,2,0
Naive,3,2,0
UnoptimizedDC,3,2,0
OptimizedDC,3,2,0
Naive,3,2,0
UnoptimizedDC,3,2,0
OptimizedDC,3,2,0
Naive,3,2,0
UnoptimizedDC,3,2,0
OptimizedDC,3,2,0
Naive,3,2,0
UnoptimizedDC,3,2,0
OptimizedDC,3,2,0
Naive,3,2,0
UnoptimizedDC,3,2,0
OptimizedDC,3,2,0
Naive,3,2,0
UnoptimizedDC,3,2,0
OptimizedDC,3,2,0
Naive,3,2,0
UnoptimizedDC,3,2,0
OptimizedDC,3,2,0
Naive,3,2,0
UnoptimizedDC,3,2,0
OptimizedDC,3,2,0
Naive,3,3,0
UnoptimizedDC,3,3,0
OptimizedDC,3,3,0
Naive,3,3,0
UnoptimizedDC,3,3,0
OptimizedDC,3,3,0
Naive,3,3,0
UnoptimizedDC,3,3,0
OptimizedDC,3,3,0
Naive,3,3,0
UnoptimizedDC,3,3,0
OptimizedDC,3,3,0
Naive,3,3,0
UnoptimizedDC,3,3,0
OptimizedDC,3,3,0
Naive,3,3,0
UnoptimizedDC,3,3,0
OptimizedDC,3,3,0
Naive,3,3,0
UnoptimizedDC,3,3,0
OptimizedDC,3,3,0
Naive,3,3,0
UnoptimizedDC,3,3,0
OptimizedDC,3,3,0
Naive,3,3,0
UnoptimizedDC,3,3,0
OptimizedDC,3,3,0
Naive,3,3,0
UnoptimizedDC,3,3,0
OptimizedDC,3,3,0
Naive,3,4,0
UnoptimizedDC,3,4,0
OptimizedDC,3,4,0
Naive,3,4,0
UnoptimizedDC,3,4,0
OptimizedDC,3,4,0
Naive,3,4,0
UnoptimizedDC,3,4,0
OptimizedDC,3,4,0
Naive,3,4,0
UnoptimizedDC,3,4,0
OptimizedDC,3,4,0
Naive,3,4,0
UnoptimizedDC,3,4,0
OptimizedDC,3,4,0
Naive,3,4,0
UnoptimizedDC,3,4,0
OptimizedDC,3,4,0
Naive,3,4,0
UnoptimizedDC,3,4,0
OptimizedDC,3,4,0
Naive,3,4,0
UnoptimizedDC,3,4,0
OptimizedDC,3,4,0
Naive,3,4,0
UnoptimizedDC,3,4,0
OptimizedDC,3,4,0
Naive,3,4,0
UnoptimizedDC,3,4,0
OptimizedDC,3,4,0
Naive,3,5,0
UnoptimizedDC,3,5,0
OptimizedDC,3,5,0
Naive,3,5,0
UnoptimizedDC,3,5,0
OptimizedDC,3,5,0
Naive,3,5,0
UnoptimizedDC,3,5,0
OptimizedDC,3,5,0
Naive,3,5,0
UnoptimizedDC,3,5,0
OptimizedDC,3,5,0
Naive,3,5,0
UnoptimizedDC,3,5,0
OptimizedDC,3,5,0
Naive,3,5,0
UnoptimizedDC,3,5,0
OptimizedDC,3,5,0
Naive,3,5,0
UnoptimizedDC,3,5,0
OptimizedDC,3,5,0
Naive,3,5,0
UnoptimizedDC,3,5,0
OptimizedDC,3,5,0
Naive,3,5,0
UnoptimizedDC,3,5,0
OptimizedDC,3,5,0
Naive,3,5,0
UnoptimizedDC,3,5,0
OptimizedDC,3,5,0
Naive,3,6,0
UnoptimizedDC,3,6,0
OptimizedDC,3,6,0
Naive,3,6,0
UnoptimizedDC,3,6,0
OptimizedDC,3,6,0
Naive,3,6,0
UnoptimizedDC,3,6,0
OptimizedDC,3,6,0
Naive,3,6,0
UnoptimizedDC,3,6,0
OptimizedDC,3,6,0
Naive,3,6,0
UnoptimizedDC,3,6,0
OptimizedDC,3,6,0
Naive,3,6,0
UnoptimizedDC,3,6,0
OptimizedDC,3,6,0
Naive,3,6,0
UnoptimizedDC,3,6,0
OptimizedDC,3,6,0
Naive,3,6,0
UnoptimizedDC,3,6,0
OptimizedDC,3,6,0
Naive,3,6,0
UnoptimizedDC,3,6,0
OptimizedDC,3,6,0
Naive,3,6,0
UnoptimizedDC,3,6,0
OptimizedDC,3,6,0
Naive,3,7,0
UnoptimizedDC,3,7,0
OptimizedDC,3,7,0
Naive,3,7,0
UnoptimizedDC,3,7,0
OptimizedDC,3,7,0
Naive,3,7,0
UnoptimizedDC,3,7,0
OptimizedDC,3,7,0
Naive,3,7,0
UnoptimizedDC,3,7,0
OptimizedDC,3,7,0
Naive,3,7,0
UnoptimizedDC,3,7,0
OptimizedDC,3,7,0
Naive,3,7,0
UnoptimizedDC,3,7,0
OptimizedDC,3,7,0
Naive,3,7,0
UnoptimizedDC,3,7,0
OptimizedDC,3,7,0
Naive,3,7,0
UnoptimizedDC,3,7,0
OptimizedDC,3,7,0
Naive,3,7,0
UnoptimizedDC,3,7,0
OptimizedDC,3,7,0
Naive,3,7,0
UnoptimizedDC,3,7,0
OptimizedDC,3,7,0
Naive,3,8,0
UnoptimizedDC,3,8,0
OptimizedDC,3,8,0
Naive,3,8,0
UnoptimizedDC,3,8,0
OptimizedDC,3,8,0
Naive,3,8,0
UnoptimizedDC,3,8,0
OptimizedDC,3,8,0
Naive,3,8,0
UnoptimizedDC,3,8,0
OptimizedDC,3,8,0
Naive,3,8,0
UnoptimizedDC,3,8,0
OptimizedDC,3,8,0
Naive,3,8,0
UnoptimizedDC,3,8,0
OptimizedDC,3,8,0
Naive,3,8,0
UnoptimizedDC,3,8,0
OptimizedDC,3,8,0
Naive,3,8,0
UnoptimizedDC,3,8,0
OptimizedDC,3,8,0
Naive,3,8,0
UnoptimizedDC,3,8,0
OptimizedDC,3,8,0
Naive,3,8,0
UnoptimizedDC,3,8,0
OptimizedDC,3,8,0
Naive,3,9,0
UnoptimizedDC,3,9,0
OptimizedDC,3,9,0
Naive,3,9,0
UnoptimizedDC,3,9,0
OptimizedDC,3,9,0
Naive,3,9,0
UnoptimizedDC,3,9,0
OptimizedDC,3,9,0
Naive,3,9,0
UnoptimizedDC,3,9,0
OptimizedDC,3,9,0
Naive,3,9,0
UnoptimizedDC,3,9,0
OptimizedDC,3,9,0
Naive,3,9,0
UnoptimizedDC,3,9,0
OptimizedDC,3,9,0
Naive,3,9,0
UnoptimizedDC,3,9,0
OptimizedDC,3,9,0
Naive,3,9,0
UnoptimizedDC,3,9,0
OptimizedDC,3,9,0
Naive,3,9,0
UnoptimizedDC,3,9,0
OptimizedDC,3,9,0
Naive,3,9,0
UnoptimizedDC,3,9,0
OptimizedDC,3,9,0
Naive,3,10,0
UnoptimizedDC,3,10,0
OptimizedDC,3,10,0
Naive,3,10,0
UnoptimizedDC,3,10,0
OptimizedDC,3,10,0
Naive,3,10,0
UnoptimizedDC,3,10,0
OptimizedDC,3,10,0
Naive,3,10,0
UnoptimizedDC,3,10,0
OptimizedDC,3,10,0
Naive,3,10,0
UnoptimizedDC,3,10,0
OptimizedDC,3,10,0
Naive,3,10,0
UnoptimizedDC,3,10,0
OptimizedDC,3,10,0
Naive,3,10,0
UnoptimizedDC,3,10,0
OptimizedDC,3,10,0
Naive,3,10,0
UnoptimizedDC,3,10,0
OptimizedDC,3,10,0
Naive,3,10,0
UnoptimizedDC,3,10,0
OptimizedDC,3,10,0
Naive,3,10,0
UnoptimizedDC,3,10,0
OptimizedDC,3,10,0
Naive,4,1,0
UnoptimizedDC,4,1,0
OptimizedDC,4,1,0
Naive,4,1,0
UnoptimizedDC,4,1,0
OptimizedDC,4,1,0
Naive,4,1,0
UnoptimizedDC,4,1,0
OptimizedDC,4,1,0
Naive,4,1,0
UnoptimizedDC,4,1,0
OptimizedDC,4,1,0
Naive,4,1,0
UnoptimizedDC,4,1,0
OptimizedDC,4,1,0
Naive,4,1,0
UnoptimizedDC,4,1,0
OptimizedDC,4,1,0
Naive,4,1,0
UnoptimizedDC,4,1,0
OptimizedDC,4,1,0
Naive,4,1,0
UnoptimizedDC,4,1,0
OptimizedDC,4,1,0
Naive,4,1,0
UnoptimizedDC,4,1,0
OptimizedDC,4,1,0
Naive,4,1,0
UnoptimizedDC,4,1,0
OptimizedDC,4,1,0
Naive,4,2,0
UnoptimizedDC,4,2,0
OptimizedDC,4,2,0
Naive,4,2,0
UnoptimizedDC,4,2,0
OptimizedDC,4,2,0
Naive,4,2,0
UnoptimizedDC,4,2,0
OptimizedDC,4,2,0
Naive,4,2,0
UnoptimizedDC,4,2,0
OptimizedDC,4,2,0
Naive,4,2,0
UnoptimizedDC,4,2,0
OptimizedDC,4,2,0
Naive,4,2,0
UnoptimizedDC,4,2,0
OptimizedDC,4,2,0
Naive,4,2,0
UnoptimizedDC,4,2,0
OptimizedDC,4,2,0
Naive,4,2,0
UnoptimizedDC,4,2,0
OptimizedDC,4,2,0
Naive,4,2,0
UnoptimizedDC,4,2,0
OptimizedDC,4,2,0
Naive,4,2,0
UnoptimizedDC,4,2,0
OptimizedDC,4,2,0
Naive,4,3,0
UnoptimizedDC,4,3,0
OptimizedDC,4,3,0
Naive,4,3,0
UnoptimizedDC,4,3,0
OptimizedDC,4,3,0
Naive,4,3,0
UnoptimizedDC,4,3,0
OptimizedDC,4,3,0
Naive,4,3,0
UnoptimizedDC,4,3,0
OptimizedDC,4,3,0
Naive,4,3,0
UnoptimizedDC,4,3,0
OptimizedDC,4,3,0
Naive,4,3,0
UnoptimizedDC,4,3,0
OptimizedDC,4,3,0
Naive,4,3,0
UnoptimizedDC,4,3,0
OptimizedDC,4,3,0
Naive,4,3,0
UnoptimizedDC,4,3,0
OptimizedDC,4,3,0
Naive,4,3,0
UnoptimizedDC,4,3,0
OptimizedDC,4,3,0
Naive,4,3,0
UnoptimizedDC,4,3,0
OptimizedDC,4,3,0
Naive,4,4,0
UnoptimizedDC,4,4,0
OptimizedDC,4,4,0
Naive,4,4,0
UnoptimizedDC,4,4,0
OptimizedDC,4,4,0
Naive,4,4,0
UnoptimizedDC,4,4,0
OptimizedDC,4,4,0
Naive,4,4,0
UnoptimizedDC,4,4,0
OptimizedDC,4,4,0
Naive,4,4,0
UnoptimizedDC,4,4,0
OptimizedDC,4,4,0
Naive,4,4,0
UnoptimizedDC,4,4,0
OptimizedDC,4,4,0
Naive,4,4,0
UnoptimizedDC,4,4,0
OptimizedDC,4,4,0
Naive,4,4,0
UnoptimizedDC,4,4,0
OptimizedDC,4,4,0
Naive,4,4,0
UnoptimizedDC,4,4,0
OptimizedDC,4,4,0
Naive,4,4,0
UnoptimizedDC,4,4,0
OptimizedDC,4,4,0
Naive,4,5,0
UnoptimizedDC,4,5,0
OptimizedDC,4,5,0
Naive,4,5,0
UnoptimizedDC,4,5,0
OptimizedDC,4,5,0
Naive,4,5,0
UnoptimizedDC,4,5,0
OptimizedDC,4,5,0
Naive,4,5,0
UnoptimizedDC,4,5,0
OptimizedDC,4,5,0
Naive,4,5,0
UnoptimizedDC,4,5,0
OptimizedDC,4,5,0
Naive,4,5,0
UnoptimizedDC,4,5,0
OptimizedDC,4,5,0
Naive,4,5,0
UnoptimizedDC,4,5,0
OptimizedDC,4,5,0
Naive,4,5,0
UnoptimizedDC,4,5,0
OptimizedDC,4,5,0
Naive,4,5,0
UnoptimizedDC,4,5,0
OptimizedDC,4,5,0
Naive,4,5,0
UnoptimizedDC,4,5,0
